# wavelength     flux_z                     flux12
1000         	1.6701500000000e-07	3.2000000000000e-07
1001         	1.6882096813517e-07	3.2623930383731e-07
1002         	1.7114507534542e-07	3.3295580963054e-07
1003         	1.7384314348808e-07	3.3994876350512e-07
1004         	1.7677099442049e-07	3.4701741158646e-07
1005         	1.7978445000000e-07	3.5396100000000e-07
1006         	1.8273933208394e-07	3.6057877487116e-07
1007         	1.8549146252966e-07	3.6666998232538e-07
1008         	1.8789666319448e-07	3.7203386848806e-07
1009         	1.8981075593577e-07	3.7646967948465e-07
1010         	1.9108956261084e-07	3.7977666144057e-07
1011         	1.9158890507705e-07	3.8175406048124e-07
1012         	1.9116460519173e-07	3.8220112273210e-07
1013         	1.8967248481222e-07	3.8091709431856e-07
1014         	1.8696836579586e-07	3.7770122136605e-07
1015         	1.8290807000000e-07	3.7235275000000e-07
1016         	1.7743230389419e-07	3.6479060019465e-07
1017         	1.7082131239684e-07	3.5541238731948e-07
1018         	1.6344022503861e-07	3.4473540059279e-07
1019         	1.5565417135014e-07	3.3327692923286e-07
1020         	1.4782828086206e-07	3.2155426245800e-07
1021         	1.4032768310501e-07	3.1008468948650e-07
1022         	1.3351750760965e-07	2.9938549953666e-07
1023         	1.2776288390659e-07	2.8997398182676e-07
1024         	1.2342894152650e-07	2.8236742557511e-07
1025         	1.2088081000000e-07	2.7708312000000e-07
1026         	1.2037899467932e-07	2.7450870309024e-07
1027         	1.2176550420297e-07	2.7451320791671e-07
1028         	1.2477772303106e-07	2.7683601632080e-07
1029         	1.2915303562367e-07	2.8121651014390e-07
1030         	1.3462882644092e-07	2.8739407122742e-07
1031         	1.4094247994289e-07	2.9510808141275e-07
1032         	1.4783138058969e-07	3.0409792254127e-07
1033         	1.5503291284141e-07	3.1410297645439e-07
1034         	1.6228446115815e-07	3.2486262499350e-07
1035         	1.6932341000000e-07	3.3611625000000e-07
1036         	1.7593052343855e-07	3.4761706460440e-07
1037         	1.8206008399128e-07	3.5917360709370e-07
1038         	1.8770975378716e-07	3.7060824704403e-07
1039         	1.9287719495516e-07	3.8174335403153e-07
1040         	1.9756006962426e-07	3.9240129763231e-07
1041         	2.0175603992341e-07	4.0240444742251e-07
1042         	2.0546276798159e-07	4.1157517297825e-07
1043         	2.0867791592777e-07	4.1973584387566e-07
1044         	2.1139914589092e-07	4.2670882969087e-07
1045         	2.1362412000000e-07	4.3231650000000e-07
1046         	2.1535057323650e-07	4.3642043034218e-07
1047         	2.1657653199192e-07	4.3903902010850e-07
1048         	2.1730009551031e-07	4.4022987465307e-07
1049         	2.1751936303568e-07	4.4005059932998e-07
1050         	2.1723243381205e-07	4.3855879949333e-07
1051         	2.1643740708347e-07	4.3581208049721e-07
1052         	2.1513238209394e-07	4.3186804769572e-07
1053         	2.1331545808750e-07	4.2678430644296e-07
1054         	2.1098473430818e-07	4.2061846209302e-07
1055         	2.0813831000000e-07	4.1342812000000e-07
1056         	2.0480325988547e-07	4.0531865413690e-07
1057         	2.0112256060103e-07	3.9658651295230e-07
1058         	1.9726816426161e-07	3.8757591351369e-07
1059         	1.9341202298214e-07	3.7863107288855e-07
1060         	1.8972608887753e-07	3.7009620814438e-07
1061         	1.8638231406273e-07	3.6231553634866e-07
1062         	1.8355265065265e-07	3.5563327456887e-07
1063         	1.8140905076221e-07	3.5039363987251e-07
1064         	1.8012346650636e-07	3.4694084932706e-07
1065         	1.7986785000000e-07	3.4561912000000e-07
1066         	1.8073790917163e-07	3.4662315101024e-07
1067         	1.8252437520396e-07	3.4954956968231e-07
1068         	1.8494173509325e-07	3.5384548539219e-07
1069         	1.8770447583578e-07	3.5895800751581e-07
1070         	1.9052708442781e-07	3.6433424542915e-07
1071         	1.9312404786562e-07	3.6942130850815e-07
1072         	1.9520985314547e-07	3.7366630612879e-07
1073         	1.9649898726364e-07	3.7651634766700e-07
1074         	1.9670593721640e-07	3.7741854249875e-07
1075         	1.9554519000000e-07	3.7582000000000e-07
1076         	1.9284158465802e-07	3.7137444346216e-07
1077         	1.8886136842315e-07	3.6456205183845e-07
1078         	1.8398114057540e-07	3.5606961799757e-07
1079         	1.7857750039476e-07	3.4658393480820e-07
1080         	1.7302704716122e-07	3.3679179513902e-07
1081         	1.6770638015479e-07	3.2737999185872e-07
1082         	1.6299209865545e-07	3.1903531783599e-07
1083         	1.5926080194321e-07	3.1244456593950e-07
1084         	1.5688908929806e-07	3.0829452903794e-07
1085         	1.5625356000000e-07	3.0727200000000e-07
1086         	1.5760265700631e-07	3.0982933137113e-07
1087         	1.6067219798345e-07	3.1548111440387e-07
1088         	1.6506984427516e-07	3.2350750002752e-07
1089         	1.7040325722520e-07	3.3318863917138e-07
1090         	1.7628009817730e-07	3.4380468276476e-07
1091         	1.8230802847522e-07	3.5463578173695e-07
1092         	1.8809470946271e-07	3.6496208701727e-07
1093         	1.9324780248350e-07	3.7406374953502e-07
1094         	1.9737496888135e-07	3.8122092021949e-07
1095         	2.0008387000000e-07	3.8571375000000e-07
1096         	2.0112282083571e-07	3.8708168526290e-07
1097         	2.0080275099477e-07	3.8590135422273e-07
1098         	1.9957524373597e-07	3.8300868055113e-07
1099         	1.9789188231811e-07	3.7923958791968e-07
1100         	1.9620425000000e-07	3.7543000000000e-07
1101         	1.9487818532872e-07	3.7226405574702e-07
1102         	1.9393654800452e-07	3.6981875524898e-07
1103         	1.9331645301597e-07	3.6801931387742e-07
1104         	1.9295501535161e-07	3.6679094700391e-07
1105         	1.9278935000000e-07	3.6605887000000e-07
1106         	1.9275642578852e-07	3.6573261781272e-07
